,state,district,date,confirmed,active,recovered,deceased,notes,fatality_rate,recovery_rate,ML,Low_90,High_90,Low_50,High_50
196,Maharashtra,Buldhana,2020-05-19,30,5,24,1,,0.03333333333333333,0.8,1.62,0.0,3.41,0.6900000000000001,2.32
197,Maharashtra,Buldhana,2020-05-20,34,7,24,3,,0.08823529411764706,0.7058823529411765,1.47,0.0,3.08,0.6900000000000001,2.15
198,Maharashtra,Buldhana,2020-05-21,38,11,24,3,,0.07894736842105263,0.631578947368421,1.3800000000000001,0.0,2.84,0.56,1.9100000000000001
199,Maharashtra,Buldhana,2020-05-22,39,12,24,3,,0.07692307692307693,0.6153846153846154,1.32,0.0,2.67,0.58,1.84
200,Maharashtra,Buldhana,2020-05-23,39,12,24,3,,0.07692307692307693,0.6153846153846154,1.27,0.0,2.54,0.59,1.78
201,Maharashtra,Buldhana,2020-05-24,40,11,26,3,,0.075,0.65,1.24,0.0,2.43,0.53,1.67
202,Maharashtra,Buldhana,2020-05-25,41,12,26,3,,0.07317073170731707,0.6341463414634146,1.42,0.06,2.54,0.74,1.86
203,Maharashtra,Buldhana,2020-05-26,49,19,27,3,,0.061224489795918366,0.5510204081632653,1.36,0.07,2.42,0.76,1.81
204,Maharashtra,Buldhana,2020-05-27,53,23,27,3,,0.05660377358490566,0.5094339622641509,1.32,0.05,2.3000000000000003,0.71,1.71
205,Maharashtra,Buldhana,2020-05-28,55,24,28,3,,0.05454545454545454,0.509090909090909,1.28,0.08,2.24,0.75,1.7
206,Maharashtra,Buldhana,2020-05-29,55,24,28,3,,0.05454545454545454,0.509090909090909,1.1300000000000001,0.04,2.04,0.63,1.53
207,Maharashtra,Buldhana,2020-05-30,58,26,29,3,,0.05172413793103448,0.5,1.24,0.11,2.15,0.74,1.6300000000000001
208,Maharashtra,Buldhana,2020-05-31,58,26,29,3,,0.05172413793103448,0.5,1.22,0.13,2.11,0.73,1.59
209,Maharashtra,Buldhana,2020-06-01,63,27,33,3,,0.047619047619047616,0.5238095238095238,1.3,0.26,2.22,0.78,1.62
210,Maharashtra,Buldhana,2020-06-02,73,28,42,3,,0.0410958904109589,0.5753424657534246,1.27,0.25,2.14,0.8200000000000001,1.62
211,Maharashtra,Buldhana,2020-06-03,74,26,45,3,,0.04054054054054054,0.6081081081081081,1.25,0.25,2.08,0.8200000000000001,1.59
212,Maharashtra,Buldhana,2020-06-04,80,31,46,3,,0.0375,0.575,1.23,0.29,2.06,0.77,1.52
213,Maharashtra,Buldhana,2020-06-05,82,31,48,3,,0.036585365853658534,0.5853658536585366,1.21,0.3,2.02,0.8200000000000001,1.54
214,Maharashtra,Buldhana,2020-06-06,86,35,48,3,,0.03488372093023256,0.5581395348837209,1.1300000000000001,0.21,1.8800000000000001,0.76,1.46
215,Maharashtra,Buldhana,2020-06-07,87,36,48,3,,0.034482758620689655,0.5517241379310345,1.19,0.29,1.94,0.78,1.47
216,Maharashtra,Buldhana,2020-06-08,95,38,54,3,,0.031578947368421054,0.5684210526315789,1.11,0.27,1.87,0.75,1.42
217,Maharashtra,Buldhana,2020-06-09,97,40,54,3,,0.030927835051546393,0.5567010309278351,1.17,0.3,1.8900000000000001,0.78,1.44
218,Maharashtra,Buldhana,2020-06-10,98,39,56,3,,0.030612244897959183,0.5714285714285714,1.21,0.4,1.95,0.87,1.51
219,Maharashtra,Buldhana,2020-06-11,103,31,69,3,,0.02912621359223301,0.6699029126213593,1.2,0.4,1.9100000000000001,0.8,1.43
220,Maharashtra,Buldhana,2020-06-12,117,41,73,3,,0.02564102564102564,0.6239316239316239,1.19,0.37,1.85,0.8200000000000001,1.43
221,Maharashtra,Buldhana,2020-06-13,117,41,73,3,,0.02564102564102564,0.6239316239316239,1.17,0.41000000000000003,1.85,0.79,1.3900000000000001
222,Maharashtra,Buldhana,2020-06-14,125,49,73,3,,0.024,0.584,1.16,0.41000000000000003,1.82,0.8300000000000001,1.41
223,Maharashtra,Buldhana,2020-06-15,125,49,73,3,,0.024,0.584,1.11,0.35000000000000003,1.74,0.78,1.35
224,Maharashtra,Buldhana,2020-06-16,125,45,77,3,,0.024,0.616,1.1500000000000001,0.43,1.79,0.8300000000000001,1.3900000000000001
225,Maharashtra,Buldhana,2020-06-17,140,52,83,5,,0.03571428571428571,0.5928571428571429,1.1400000000000001,0.41000000000000003,1.75,0.8200000000000001,1.37
226,Maharashtra,Buldhana,2020-06-18,140,52,83,5,,0.03571428571428571,0.5928571428571429,1.17,0.47000000000000003,1.78,0.85,1.3900000000000001
227,Maharashtra,Buldhana,2020-06-19,149,53,91,5,,0.03355704697986577,0.610738255033557,1.16,0.5,1.78,0.84,1.37
228,Maharashtra,Buldhana,2020-06-20,154,57,92,5,,0.032467532467532464,0.5974025974025974,1.1500000000000001,0.47000000000000003,1.73,0.8300000000000001,1.35
229,Maharashtra,Buldhana,2020-06-21,160,50,104,6,,0.0375,0.65,1.1400000000000001,0.47000000000000003,1.71,0.8300000000000001,1.34
230,Maharashtra,Buldhana,2020-06-22,170,48,116,6,,0.03529411764705882,0.6823529411764706,1.1400000000000001,0.47000000000000003,1.69,0.84,1.34
231,Maharashtra,Buldhana,2020-06-23,170,48,116,6,,0.03529411764705882,0.6823529411764706,1.1,0.45,1.6500000000000001,0.8300000000000001,1.32
232,Maharashtra,Dhule,2020-05-01,25,22,0,3,,0.12,0.0,0.0,0.0,10.81,0.0,6.01
233,Maharashtra,Dhule,2020-05-02,27,24,0,3,,0.1111111111111111,0.0,0.08,0.0,5.5200000000000005,0.0,2.5500000000000003
234,Maharashtra,Dhule,2020-05-03,28,25,0,3,,0.10714285714285714,0.0,0.09,0.0,4.39,0.02,2.05
235,Maharashtra,Dhule,2020-05-04,28,25,0,3,,0.10714285714285714,0.0,0.1,0.0,3.84,0.0,1.79
236,Maharashtra,Dhule,2020-05-05,32,29,0,3,,0.09375,0.0,1.0,0.0,3.49,0.05,1.68
237,Maharashtra,Dhule,2020-05-06,32,29,0,3,,0.09375,0.0,1.73,0.0,3.65,0.7000000000000001,2.45
238,Maharashtra,Dhule,2020-05-07,32,24,5,3,,0.09375,0.15625,2.0100000000000002,0.02,3.56,1.02,2.64
239,Maharashtra,Dhule,2020-05-08,32,17,12,3,,0.09375,0.375,2.05,0.26,3.5100000000000002,1.24,2.66
240,Maharashtra,Dhule,2020-05-09,50,33,14,3,,0.06,0.28,2.0,0.38,3.3000000000000003,1.3,2.54
241,Maharashtra,Dhule,2020-05-10,54,34,14,6,,0.1111111111111111,0.25925925925925924,1.93,0.53,3.13,1.32,2.41
242,Maharashtra,Dhule,2020-05-11,54,32,16,6,,0.1111111111111111,0.2962962962962963,1.73,0.48,2.81,1.1400000000000001,2.12
243,Maharashtra,Dhule,2020-05-12,63,41,16,6,,0.09523809523809523,0.25396825396825395,1.48,0.32,2.45,0.96,1.86
244,Maharashtra,Dhule,2020-05-13,71,49,16,6,,0.08450704225352113,0.22535211267605634,1.31,0.22,2.21,0.8,1.6500000000000001
245,Maharashtra,Dhule,2020-05-14,71,46,19,6,,0.08450704225352113,0.2676056338028169,1.28,0.26,2.17,0.8300000000000001,1.6400000000000001
246,Maharashtra,Dhule,2020-05-15,74,47,19,8,,0.10810810810810811,0.25675675675675674,1.26,0.24,2.09,0.81,1.59
247,Maharashtra,Dhule,2020-05-16,77,45,24,8,,0.1038961038961039,0.3116883116883117,1.16,0.19,1.96,0.68,1.44
248,Maharashtra,Dhule,2020-05-17,80,48,24,8,,0.1,0.3,1.07,0.11,1.82,0.61,1.35
249,Maharashtra,Dhule,2020-05-18,83,37,38,8,,0.0963855421686747,0.4578313253012048,1.1400000000000001,0.19,1.9100000000000001,0.7000000000000001,1.43
250,Maharashtra,Dhule,2020-05-19,83,37,38,8,,0.0963855421686747,0.4578313253012048,1.1300000000000001,0.2,1.8900000000000001,0.74,1.45
251,Maharashtra,Dhule,2020-05-20,84,37,38,9,,0.10714285714285714,0.4523809523809524,1.1300000000000001,0.21,1.87,0.71,1.41
252,Maharashtra,Dhule,2020-05-21,95,39,47,9,,0.09473684210526316,0.49473684210526314,1.25,0.38,2.02,0.87,1.55
253,Maharashtra,Dhule,2020-05-22,97,36,52,9,,0.09278350515463918,0.5360824742268041,1.23,0.39,1.98,0.84,1.5
254,Maharashtra,Dhule,2020-05-23,97,35,53,9,,0.09278350515463918,0.5463917525773195,1.32,0.5,2.04,0.92,1.56
255,Maharashtra,Dhule,2020-05-24,118,47,62,9,,0.07627118644067797,0.5254237288135594,1.29,0.5,1.98,0.93,1.54
256,Maharashtra,Dhule,2020-05-25,118,47,62,9,,0.07627118644067797,0.5254237288135594,1.22,0.47000000000000003,1.9000000000000001,0.88,1.47
257,Maharashtra,Dhule,2020-05-26,129,58,62,9,,0.06976744186046512,0.4806201550387597,1.16,0.4,1.8,0.8,1.3800000000000001
258,Maharashtra,Dhule,2020-05-27,129,58,62,9,,0.06976744186046512,0.4806201550387597,1.11,0.4,1.77,0.76,1.33
259,Maharashtra,Dhule,2020-05-28,129,53,67,9,,0.06976744186046512,0.5193798449612403,1.06,0.32,1.68,0.74,1.3
260,Maharashtra,Dhule,2020-05-29,129,53,67,9,,0.06976744186046512,0.5193798449612403,1.06,0.32,1.67,0.71,1.27
261,Maharashtra,Dhule,2020-05-30,140,53,71,16,,0.11428571428571428,0.5071428571428571,1.1400000000000001,0.43,1.76,0.8,1.35
262,Maharashtra,Dhule,2020-05-31,140,53,71,16,,0.11428571428571428,0.5071428571428571,1.21,0.52,1.82,0.87,1.41
263,Maharashtra,Dhule,2020-06-01,145,41,88,16,,0.1103448275862069,0.6068965517241379,1.27,0.59,1.85,0.9500000000000001,1.47
264,Maharashtra,Dhule,2020-06-02,173,64,93,16,,0.09248554913294797,0.5375722543352601,1.28,0.62,1.84,0.98,1.48
265,Maharashtra,Dhule,2020-06-03,177,63,94,20,,0.11299435028248588,0.5310734463276836,1.32,0.6900000000000001,1.86,1.04,1.52
266,Maharashtra,Dhule,2020-06-04,187,67,99,21,,0.11229946524064172,0.5294117647058824,1.35,0.75,1.87,1.08,1.54
267,Maharashtra,Dhule,2020-06-05,195,72,102,21,,0.1076923076923077,0.5230769230769231,1.37,0.81,1.8800000000000001,1.11,1.55
268,Maharashtra,Dhule,2020-06-06,231,102,108,21,,0.09090909090909091,0.4675324675324675,1.35,0.8,1.83,1.1300000000000001,1.55
269,Maharashtra,Dhule,2020-06-07,238,99,118,21,,0.08823529411764706,0.4957983193277311,1.41,0.89,1.87,1.1400000000000001,1.55
270,Maharashtra,Dhule,2020-06-08,261,118,118,25,,0.09578544061302682,0.4521072796934866,1.4000000000000001,0.89,1.83,1.1500000000000001,1.54
271,Maharashtra,Dhule,2020-06-09,290,136,129,25,,0.08620689655172414,0.44482758620689655,1.3800000000000001,0.88,1.78,1.1500000000000001,1.52
272,Maharashtra,Dhule,2020-06-10,334,174,135,25,,0.0748502994011976,0.4041916167664671,1.28,0.81,1.68,1.05,1.41
273,Maharashtra,Dhule,2020-06-11,341,155,161,25,,0.07331378299120235,0.47214076246334313,1.24,0.81,1.6500000000000001,1.02,1.37
274,Maharashtra,Dhule,2020-06-12,353,159,168,26,,0.07365439093484419,0.47592067988668557,1.18,0.73,1.56,0.98,1.32
275,Maharashtra,Dhule,2020-06-13,353,127,199,26,,0.07365439093484419,0.5637393767705382,1.17,0.72,1.54,0.9400000000000001,1.28
276,Maharashtra,Dhule,2020-06-14,393,143,223,26,,0.06615776081424936,0.5674300254452926,1.17,0.72,1.53,0.98,1.31
277,Maharashtra,Dhule,2020-06-15,393,143,223,26,,0.06615776081424936,0.5674300254452926,1.19,0.77,1.56,0.97,1.3
278,Maharashtra,Dhule,2020-06-16,433,170,223,39,,0.09006928406466513,0.5150115473441108,1.17,0.76,1.54,0.99,1.31
279,Maharashtra,Dhule,2020-06-17,464,135,277,51,,0.10991379310344827,0.5969827586206896,1.1300000000000001,0.72,1.49,0.93,1.25
280,Maharashtra,Dhule,2020-06-18,464,135,277,51,,0.10991379310344827,0.5969827586206896,1.09,0.66,1.43,0.87,1.19
281,Maharashtra,Dhule,2020-06-19,466,136,278,51,,0.10944206008583691,0.5965665236051502,1.11,0.71,1.47,0.89,1.21
282,Maharashtra,Dhule,2020-06-20,479,106,318,54,,0.1127348643006263,0.6638830897703549,1.1,0.6900000000000001,1.45,0.93,1.24
283,Maharashtra,Dhule,2020-06-21,500,124,329,46,,0.092,0.658,1.1300000000000001,0.74,1.49,0.9500000000000001,1.26
284,Maharashtra,Dhule,2020-06-22,561,175,339,46,,0.08199643493761141,0.6042780748663101,1.18,0.79,1.53,0.97,1.28
285,Maharashtra,Dhule,2020-06-23,561,175,339,46,,0.08199643493761141,0.6042780748663101,1.17,0.79,1.52,1.0,1.3
286,Maharashtra,Hingoli,2020-04-21,1,1,0,0,,0.0,0.0,0.0,0.0,10.81,0.0,6.01
287,Maharashtra,Hingoli,2020-04-22,1,1,0,0,,0.0,0.0,0.08,0.0,4.39,0.0,2.04
288,Maharashtra,Hingoli,2020-04-23,7,6,1,0,,0.0,0.14285714285714285,1.0,0.0,3.49,0.0,1.6400000000000001
289,Maharashtra,Hingoli,2020-04-24,7,6,1,0,,0.0,0.14285714285714285,0.1,0.0,2.71,0.0,1.18
290,Maharashtra,Hingoli,2020-04-25,8,7,1,0,,0.0,0.125,0.1,0.0,2.6,0.0,1.1500000000000001
291,Maharashtra,Hingoli,2020-04-26,8,7,1,0,,0.0,0.125,1.0,0.0,2.79,0.15,1.48
292,Maharashtra,Hingoli,2020-04-27,8,7,1,0,,0.0,0.125,0.12,0.0,2.36,0.04,1.11
293,Maharashtra,Hingoli,2020-04-28,15,14,1,0,,0.0,0.06666666666666667,1.0,0.0,2.5300000000000002,0.24,1.45
294,Maharashtra,Hingoli,2020-04-29,15,14,1,0,,0.0,0.06666666666666667,1.3,0.01,2.61,0.53,1.76
295,Maharashtra,Hingoli,2020-04-30,15,14,1,0,,0.0,0.06666666666666667,1.47,0.04,2.63,0.78,1.95
296,Maharashtra,Hingoli,2020-05-01,15,14,1,0,,0.0,0.06666666666666667,1.56,0.17,2.66,0.93,2.0100000000000002
297,Maharashtra,Hingoli,2020-05-02,37,36,1,0,,0.0,0.02702702702702703,1.73,0.45,2.79,1.16,2.14
298,Maharashtra,Hingoli,2020-05-03,42,41,1,0,,0.0,0.023809523809523808,1.58,0.41000000000000003,2.5300000000000002,1.03,1.92
299,Maharashtra,Hingoli,2020-05-04,42,41,1,0,,0.0,0.023809523809523808,1.48,0.44,2.39,0.97,1.79
300,Maharashtra,Hingoli,2020-05-05,55,54,1,0,,0.0,0.01818181818181818,1.33,0.36,2.18,0.91,1.67
301,Maharashtra,Hingoli,2020-05-06,58,57,1,0,,0.0,0.017241379310344827,1.07,0.14,1.83,0.62,1.35
302,Maharashtra,Hingoli,2020-05-07,58,57,1,0,,0.0,0.017241379310344827,0.99,0.08,1.71,0.5700000000000001,1.28
303,Maharashtra,Hingoli,2020-05-08,58,57,1,0,,0.0,0.017241379310344827,0.99,0.08,1.7,0.59,1.29
304,Maharashtra,Hingoli,2020-05-09,58,57,1,0,,0.0,0.017241379310344827,0.92,0.03,1.6,0.51,1.2
305,Maharashtra,Hingoli,2020-05-10,59,58,1,0,,0.0,0.01694915254237288,0.92,0.06,1.62,0.5,1.19
306,Maharashtra,Hingoli,2020-05-11,60,40,20,0,,0.0,0.3333333333333333,0.92,0.05,1.61,0.49,1.18
307,Maharashtra,Hingoli,2020-05-12,61,40,21,0,,0.0,0.3442622950819672,0.92,0.04,1.6,0.49,1.18
308,Maharashtra,Hingoli,2020-05-13,61,40,21,0,,0.0,0.3442622950819672,0.92,0.04,1.6,0.56,1.24
309,Maharashtra,Hingoli,2020-05-14,61,16,45,0,,0.0,0.7377049180327869,1.06,0.16,1.78,0.63,1.32
310,Maharashtra,Hingoli,2020-05-15,66,20,46,0,,0.0,0.696969696969697,1.24,0.36,1.98,0.85,1.52
311,Maharashtra,Hingoli,2020-05-16,66,-15,81,0,,0.0,1.2272727272727273,1.34,0.51,2.06,0.96,1.6
312,Maharashtra,Hingoli,2020-05-17,96,15,81,0,,0.0,0.84375,1.35,0.54,2.02,0.97,1.58
313,Maharashtra,Hingoli,2020-05-18,104,18,86,0,,0.0,0.8269230769230769,1.27,0.52,1.93,0.93,1.51
314,Maharashtra,Hingoli,2020-05-19,104,18,86,0,,0.0,0.8269230769230769,1.2,0.45,1.82,0.89,1.45
315,Maharashtra,Hingoli,2020-05-20,107,21,86,0,,0.0,0.8037383177570093,1.11,0.37,1.71,0.78,1.33
316,Maharashtra,Hingoli,2020-05-21,110,24,86,0,,0.0,0.7818181818181819,0.98,0.25,1.57,0.63,1.18
317,Maharashtra,Hingoli,2020-05-22,112,25,87,0,,0.0,0.7767857142857143,1.02,0.29,1.61,0.73,1.27
318,Maharashtra,Hingoli,2020-05-23,112,25,87,0,,0.0,0.7767857142857143,1.06,0.34,1.6500000000000001,0.73,1.27
319,Maharashtra,Hingoli,2020-05-24,112,21,91,0,,0.0,0.8125,1.06,0.37,1.6600000000000001,0.75,1.28
320,Maharashtra,Hingoli,2020-05-25,132,41,91,0,,0.0,0.6893939393939394,1.09,0.39,1.67,0.75,1.28
321,Maharashtra,Hingoli,2020-05-26,133,41,92,0,,0.0,0.6917293233082706,1.09,0.4,1.6600000000000001,0.76,1.28
322,Maharashtra,Hingoli,2020-05-27,133,41,92,0,,0.0,0.6917293233082706,1.08,0.42,1.6600000000000001,0.78,1.29
323,Maharashtra,Hingoli,2020-05-28,143,51,92,0,,0.0,0.6433566433566433,1.04,0.38,1.61,0.72,1.23
324,Maharashtra,Hingoli,2020-05-29,143,51,92,0,,0.0,0.6433566433566433,1.11,0.47000000000000003,1.68,0.8,1.3
325,Maharashtra,Hingoli,2020-05-30,149,52,97,0,,0.0,0.6510067114093959,1.17,0.52,1.71,0.86,1.35
326,Maharashtra,Hingoli,2020-05-31,149,52,97,0,,0.0,0.6510067114093959,1.22,0.61,1.76,0.91,1.3900000000000001
327,Maharashtra,Hingoli,2020-06-01,190,84,106,0,,0.0,0.5578947368421052,1.2,0.61,1.73,0.93,1.3900000000000001
328,Maharashtra,Hingoli,2020-06-02,191,85,106,0,,0.0,0.5549738219895288,1.19,0.62,1.71,0.92,1.37
329,Maharashtra,Hingoli,2020-06-03,193,87,106,0,,0.0,0.5492227979274611,1.12,0.5700000000000001,1.6400000000000001,0.87,1.31
330,Maharashtra,Hingoli,2020-06-04,194,48,146,0,,0.0,0.7525773195876289,1.07,0.51,1.57,0.79,1.23
331,Maharashtra,Hingoli,2020-06-05,205,59,146,0,,0.0,0.7121951219512195,1.01,0.44,1.5,0.73,1.17
332,Maharashtra,Hingoli,2020-06-06,206,43,163,0,,0.0,0.7912621359223301,1.01,0.44,1.5,0.73,1.17
333,Maharashtra,Hingoli,2020-06-07,213,50,163,0,,0.0,0.7652582159624414,0.99,0.42,1.48,0.7000000000000001,1.1400000000000001
334,Maharashtra,Hingoli,2020-06-08,214,50,164,0,,0.0,0.7663551401869159,0.99,0.43,1.49,0.71,1.1500000000000001
335,Maharashtra,Hingoli,2020-06-09,214,46,168,0,,0.0,0.7850467289719626,0.99,0.4,1.47,0.71,1.1500000000000001
336,Maharashtra,Hingoli,2020-06-10,214,35,179,0,,0.0,0.8364485981308412,1.01,0.43,1.5,0.74,1.18
337,Maharashtra,Hingoli,2020-06-11,224,40,183,1,,0.004464285714285714,0.8169642857142857,1.04,0.48,1.54,0.76,1.2
338,Maharashtra,Hingoli,2020-06-12,236,51,184,1,,0.00423728813559322,0.7796610169491526,1.04,0.46,1.52,0.75,1.19
339,Maharashtra,Hingoli,2020-06-13,236,51,184,1,,0.00423728813559322,0.7796610169491526,1.01,0.43,1.49,0.72,1.16
340,Maharashtra,Hingoli,2020-06-14,239,51,187,1,,0.0041841004184100415,0.7824267782426778,0.98,0.41000000000000003,1.47,0.7000000000000001,1.1400000000000001
341,Maharashtra,Hingoli,2020-06-15,239,51,187,1,,0.0041841004184100415,0.7824267782426778,0.96,0.39,1.45,0.68,1.12
342,Maharashtra,Hingoli,2020-06-16,242,54,187,1,,0.004132231404958678,0.7727272727272727,0.93,0.36,1.43,0.67,1.11
343,Maharashtra,Hingoli,2020-06-17,243,47,195,1,,0.00411522633744856,0.8024691358024691,0.93,0.35000000000000003,1.43,0.7000000000000001,1.1400000000000001
344,Maharashtra,Hingoli,2020-06-18,243,47,195,1,,0.00411522633744856,0.8024691358024691,0.93,0.34,1.43,0.65,1.1
345,Maharashtra,Hingoli,2020-06-19,243,47,195,1,,0.00411522633744856,0.8024691358024691,0.96,0.4,1.49,0.6900000000000001,1.1400000000000001
346,Maharashtra,Hingoli,2020-06-20,243,39,203,1,,0.00411522633744856,0.8353909465020576,0.96,0.37,1.47,0.7000000000000001,1.1500000000000001
347,Maharashtra,Hingoli,2020-06-21,252,37,214,1,,0.003968253968253968,0.8492063492063492,0.99,0.41000000000000003,1.51,0.74,1.19
348,Maharashtra,Hingoli,2020-06-22,254,38,215,1,,0.003937007874015748,0.8464566929133859,0.99,0.41000000000000003,1.51,0.75,1.2
349,Maharashtra,Hingoli,2020-06-23,254,38,215,1,,0.003937007874015748,0.8464566929133859,0.99,0.42,1.52,0.76,1.21
350,Maharashtra,Jalgaon,2020-04-21,2,2,0,0,,0.0,0.0,0.0,0.0,10.81,0.0,6.01
351,Maharashtra,Jalgaon,2020-04-22,3,2,0,1,,0.3333333333333333,0.0,0.08,0.0,4.39,0.0,2.04
352,Maharashtra,Jalgaon,2020-04-23,6,3,1,2,,0.3333333333333333,0.16666666666666666,1.8900000000000001,0.0,3.97,0.72,2.63
353,Maharashtra,Jalgaon,2020-04-24,8,5,1,2,,0.25,0.125,1.53,0.0,3.23,0.62,2.16
354,Maharashtra,Jalgaon,2020-04-25,13,10,1,2,,0.15384615384615385,0.07692307692307693,2.05,0.26,3.5100000000000002,1.23,2.65
355,Maharashtra,Jalgaon,2020-04-26,19,14,1,4,,0.21052631578947367,0.05263157894736842,1.73,0.22,2.99,1.02,2.23
356,Maharashtra,Jalgaon,2020-04-27,19,13,1,5,,0.2631578947368421,0.05263157894736842,1.73,0.35000000000000003,2.88,1.08,2.16
357,Maharashtra,Jalgaon,2020-04-28,40,34,1,5,,0.125,0.025,1.57,0.34,2.62,0.99,1.96
358,Maharashtra,Jalgaon,2020-04-29,40,30,1,9,,0.225,0.025,1.36,0.21,2.29,0.8300000000000001,1.72
359,Maharashtra,Jalgaon,2020-04-30,40,30,1,9,,0.225,0.025,1.21,0.16,2.09,0.6900000000000001,1.53
360,Maharashtra,Jalgaon,2020-05-01,40,27,1,12,,0.3,0.025,1.09,0.09,1.9100000000000001,0.61,1.41
361,Maharashtra,Jalgaon,2020-05-02,46,33,1,12,,0.2608695652173913,0.021739130434782608,0.99,0.04,1.77,0.55,1.32
362,Maharashtra,Jalgaon,2020-05-03,46,33,1,12,,0.2608695652173913,0.021739130434782608,1.08,0.08,1.85,0.61,1.3800000000000001
363,Maharashtra,Jalgaon,2020-05-04,46,33,1,12,,0.2608695652173913,0.021739130434782608,1.24,0.29,2.07,0.8,1.55
364,Maharashtra,Jalgaon,2020-05-05,58,45,1,12,,0.20689655172413793,0.017241379310344827,1.36,0.46,2.18,0.91,1.6300000000000001
365,Maharashtra,Jalgaon,2020-05-06,65,51,1,13,,0.2,0.015384615384615385,1.56,0.7000000000000001,2.31,1.2,1.86
366,Maharashtra,Jalgaon,2020-05-07,78,64,1,13,,0.16666666666666666,0.01282051282051282,1.78,1.0,2.45,1.4000000000000001,2.0
367,Maharashtra,Jalgaon,2020-05-08,96,80,2,14,,0.14583333333333334,0.020833333333333332,1.79,1.11,2.41,1.45,1.99
368,Maharashtra,Jalgaon,2020-05-09,133,117,2,14,,0.10526315789473684,0.015037593984962405,1.71,1.05,2.24,1.4000000000000001,1.8900000000000001
369,Maharashtra,Jalgaon,2020-05-10,178,157,2,19,,0.10674157303370786,0.011235955056179775,1.59,0.98,2.08,1.32,1.77
370,Maharashtra,Jalgaon,2020-05-11,180,132,29,19,,0.10555555555555556,0.16111111111111112,1.43,0.86,1.9000000000000001,1.1500000000000001,1.58
371,Maharashtra,Jalgaon,2020-05-12,192,139,29,24,,0.125,0.15104166666666666,1.33,0.81,1.8,1.08,1.49
372,Maharashtra,Jalgaon,2020-05-13,206,153,29,24,,0.11650485436893204,0.1407766990291262,1.24,0.73,1.69,0.98,1.3800000000000001
373,Maharashtra,Jalgaon,2020-05-14,223,168,29,26,,0.11659192825112108,0.13004484304932734,1.2,0.7000000000000001,1.6400000000000001,0.9500000000000001,1.34
374,Maharashtra,Jalgaon,2020-05-15,246,187,32,27,,0.10975609756097561,0.13008130081300814,1.22,0.72,1.6400000000000001,0.98,1.36
375,Maharashtra,Jalgaon,2020-05-16,250,168,52,30,,0.12,0.208,1.19,0.7000000000000001,1.6,0.97,1.34
376,Maharashtra,Jalgaon,2020-05-17,266,161,75,30,,0.11278195488721804,0.2819548872180451,1.16,0.66,1.55,0.91,1.28
377,Maharashtra,Jalgaon,2020-05-18,292,182,77,33,,0.11301369863013698,0.2636986301369863,1.1500000000000001,0.68,1.55,0.92,1.28
378,Maharashtra,Jalgaon,2020-05-19,292,182,77,33,,0.11301369863013698,0.2636986301369863,1.2,0.73,1.59,1.01,1.36
379,Maharashtra,Jalgaon,2020-05-20,303,165,105,33,,0.10891089108910891,0.3465346534653465,1.24,0.77,1.61,1.0,1.35
380,Maharashtra,Jalgaon,2020-05-21,331,178,120,33,,0.09969788519637462,0.36253776435045315,1.26,0.84,1.6500000000000001,1.04,1.3800000000000001
381,Maharashtra,Jalgaon,2020-05-22,395,219,135,41,,0.10379746835443038,0.34177215189873417,1.24,0.8200000000000001,1.61,1.02,1.35
382,Maharashtra,Jalgaon,2020-05-23,403,188,174,41,,0.10173697270471464,0.4317617866004963,1.2,0.78,1.56,1.01,1.33
383,Maharashtra,Jalgaon,2020-05-24,411,188,182,41,,0.09975669099756691,0.44282238442822386,1.19,0.79,1.55,0.97,1.29
384,Maharashtra,Jalgaon,2020-05-25,418,195,182,41,,0.09808612440191387,0.4354066985645933,1.17,0.77,1.52,0.98,1.29
385,Maharashtra,Jalgaon,2020-05-26,447,202,204,41,,0.09172259507829977,0.4563758389261745,1.16,0.76,1.5,0.9500000000000001,1.26
386,Maharashtra,Jalgaon,2020-05-27,505,250,204,51,,0.100990099009901,0.403960396039604,1.22,0.8200000000000001,1.55,1.04,1.34
387,Maharashtra,Jalgaon,2020-05-28,526,235,239,52,,0.09885931558935361,0.4543726235741445,1.23,0.85,1.56,1.07,1.36
388,Maharashtra,Jalgaon,2020-05-29,526,235,239,52,,0.09885931558935361,0.4543726235741445,1.25,0.86,1.56,1.06,1.35
389,Maharashtra,Jalgaon,2020-05-30,607,263,272,72,,0.1186161449752883,0.44810543657331137,1.28,0.91,1.59,1.1,1.3800000000000001
390,Maharashtra,Jalgaon,2020-05-31,607,263,272,72,,0.1186161449752883,0.44810543657331137,1.29,0.93,1.59,1.1300000000000001,1.4000000000000001
391,Maharashtra,Jalgaon,2020-06-01,696,326,298,72,,0.10344827586206896,0.4281609195402299,1.31,0.97,1.61,1.1300000000000001,1.4000000000000001
392,Maharashtra,Jalgaon,2020-06-02,760,364,324,72,,0.09473684210526316,0.4263157894736842,1.31,0.97,1.59,1.1300000000000001,1.3900000000000001
393,Maharashtra,Jalgaon,2020-06-03,781,377,330,74,,0.09475032010243278,0.4225352112676056,1.26,0.92,1.53,1.11,1.36
394,Maharashtra,Jalgaon,2020-06-04,852,395,362,95,,0.11150234741784038,0.42488262910798125,1.27,0.96,1.55,1.1,1.35
